X,Y,OBJECTID,COMPANY,FACILITY,PERMIT_TYPE,VOC_TONS_YEAR,METHANE_75_VOC,LAT,LON,SHAPE
-103.502237103744,32.1027553221853,378,EOG Resources Inc - Midland Division,EOG - Fox 30 State Com No3H and 4H Production Facility,6,45,33.75,32.10275,-103.502228,
-103.530726115928,32.195116336731,379,EOG Resources Inc - Midland Division,EOG - Hawk 25 Fed No 1H and Falcon 25 Fed No 2H,6,73.6,55.2,32.195111,-103.530717,
-103.514853106471,32.1000193211598,380,EOG Resources Inc - Midland Division,EOG - Javelina 30 Fed Com No 1H & 2H,6,56.3,42.225,32.100014,-103.514844,
-104.020842276468,32.9541724423756,381,Cimarex Energy Co of Colorado,Cimarex Energy Co of Colorado - County Line 1 Federal 3H,6,27.9,20.925,32.954167,-104.020833,
-104.273620281771,32.1386162940817,382,Cimarex Energy Co of Colorado,Cimarex Energy Co - White City 10 Federal 3H,6,29.4,22.05,32.138611,-104.273611,
-104.274731280196,32.1088942890172,383,Cimarex Energy Co of Colorado,Cimarex - Cottonwood Draw 22 Fed Com 12H,6,16.1,12.075,32.108889,-104.274722,
-103.623159164149,32.6257414057606,384,Cimarex Energy Co of Colorado,Cimarex - Laguna Deep Federal Unit 8,6,45,33.75,32.625736,-103.62315,
-104.260148277123,32.1126442902986,385,Cimarex Energy Co of Colorado,Cimarex - Wigeon 23 Federal Com 1,6,13.35,10.0125,32.112639,-104.260139,
-103.531953109188,32.080222317014,386,EOG Resources Inc - Midland Division,EOG - Brown Bear 36 State No 1H & 2H,6,76.1,57.075,32.080217,-103.531944,
-104.066676233472,32.1166722995754,387,COG Operating LLC,COG Operating - Paint 32 Fee No1H Battery,6,16.2,12.15,32.116667,-104.066667,
-103.486703126644,32.528588395533,388,COG Operating LLC,COG Operating -  Stratocone 32 State No 1H Battery,6,35.8,26.85,32.528583,-103.486694,
-104.274198281024,32.1243362916469,389,Cimarex Energy Co of Colorado,Cimarex - Seldom Seen 15 Federal 1H,6,58.93,44.1975,32.124331,-104.274189,
-104.118065293448,32.8761164248036,390,Cimarex Energy Co of Colorado,Cimarex - Bear Bryant 31 Federal 1H,6,40.6,30.45,32.876111,-104.118056,
-107.535221315434,36.2428367631808,391,WPX Energy Permian LLC,Enduring Resources LLC - Chaco 2307-12E No168H,6,93.8,70.35,36.242831,-107.535211,
-107.535221315434,36.2428367631808,392,Enduring Resources LLC,Enduring Resources LLC - Chaco 2307-12E No168H,6,93.8,70.35,36.242831,-107.535211,
-103.68397615012,32.1803273273954,393,Devon Energy Production Company LP,Devon Energy - Cotton Draw Unit 33 Fed 1H,6,63.8,47.85,32.180322,-103.683967,
-104.166453253649,32.0761722882916,394,Chevron USA Inc,Chevron - Skeen Tank Battery,2,41.8,31.35,32.076167,-104.166444,
-103.610428160763,32.6184474051112,395,Cimarex Energy Co of Colorado,"Cimarex Energy - Pennzoil B-36 State 1,2,3",6,21.93,16.4475,32.618442,-103.610419,
-103.539203124158,32.2968943537297,396,Chevron USA Inc,Chevron USA Inc - Brinninstool Tank Battery ,6,46.1,34.575,32.296889,-103.539194,
-103.934842240206,32.7000054039061,397,OXY USA WTP Limited Partnership,Oxy USA Inc - Misty Ivore CTB,6,97,72.75,32.7,-103.934833,
-107.516180305503,36.1791057552098,398,Encana Oil & Gas (USA) Inc,DJR - Lybrook M31-2306,6,38.1,28.575,36.1791,-107.51617,
-107.516180305503,36.1791057552098,399,DJR Operating,DJR - Lybrook M31-2306,6,38.1,28.575,36.1791,-107.51617,
-104.053787277237,32.8521164238166,400,COG Operating LLC,COG Operating - Submarine 10 Fed Com No2H Battery,6,60.71,45.5325,32.852111,-104.053778,
-104.048648275585,32.8447834228337,401,COG Operating LLC,COG Operating - Dodd Federal Unit 11A Battery,6,55.22,41.415,32.844778,-104.048639,
-104.430565352535,32.6956723801965,402,COG Operating LLC,COG Operating - Clydesdale 1 Fee No1H Battery,6,13.6,10.2,32.695667,-104.430556,
-104.061815278436,32.8425334218422,403,COG Operating LLC,COG Operating - Dodd Federal Unit 10A Battery,6,46.79,35.0925,32.842528,-104.061806,
-104.195009263733,32.1350052969727,404,Chevron USA Inc,Chevron - Hayhurst 16 Tank Battery,3,31.7,23.775,32.135,-104.195,
-104.222462269943,32.1347662957103,405,Chevron USA Inc,Chevron - Hayhurst 17/18 Tank Battery,6,37,27.75,32.134761,-104.222453,
-104.102509288318,32.851949421507,406,Percussion Petroleum Operating LLC,Percussion  - Bluetail 8,6,30.67,23.0025,32.851944,-104.1025,
-104.102509288318,32.851949421507,407,Cimarex Energy Co of Colorado,Percussion  - Bluetail 8,6,30.67,23.0025,32.851944,-104.1025,
-103.872734234661,32.8325994290182,408,Linn Operating LLC,Linn Operating - State A & B and State B Tank Battery,6,20.898,15.6735,32.832594,-103.872725,
-103.610092171789,32.7904774341674,409,Linn Operating LLC,Linn Operating - State 36 Tank Battery,6,13.9,10.425,32.790472,-103.610083,
-104.273342281298,32.1319492929694,410,Cimarex Energy Co of Colorado,Cimarex Energy - Seldom Seen 15 Federal 3H,6,61.68,46.26,32.131944,-104.273333,
-107.730636362127,36.291363758347,411,DJR Operating,DJR - Escrito D30-2408,6,33.2,24.9,36.291358,-107.730626,
-107.730636362127,36.291363758347,412,Encana Oil & Gas (USA) Inc,DJR - Escrito D30-2408,6,33.2,24.9,36.291358,-107.730626,
-107.891660399984,36.3256357534847,413,Encana Oil & Gas (USA) Inc,Juniper Resources - Good Times L10-2410,6,69,51.75,36.32563,-107.89165,
-107.891660399984,36.3256357534847,414,Juniper Resources Exploration Company LLC,Juniper Resources - Good Times L10-2410,6,69,51.75,36.32563,-107.89165,
-107.557232353373,36.6005618126838,415,Hilcorp Energy Company,Hilcorp - San Juan 28-7 182N,6,69.1,51.825,36.600556,-107.557222,
-107.557232353373,36.6005618126838,416,ConocoPhillips - San Juan Business Unit,Hilcorp - San Juan 28-7 182N,6,69.1,51.825,36.600556,-107.557222,
-107.837560388197,36.3241257565403,417,Encana Oil & Gas (USA) Inc,DJR - Escrito M07-2409,6,37.11,27.8325,36.32412,-107.83755,
-107.837560388197,36.3241257565403,418,DJR Operating,DJR - Escrito M07-2409,6,37.11,27.8325,36.32412,-107.83755,
-107.822370380146,36.2722057501044,419,Encana Oil & Gas (USA) Inc,DJR - Escrito H31-2409,6,37.69,28.2675,36.2722,-107.82236,
-107.822370380146,36.2722057501044,420,DJR Operating,DJR - Escrito H31-2409,6,37.69,28.2675,36.2722,-107.82236,
-104.218590265729,32.0803662866904,421,Cimarex Energy Co of Colorado,Cimarex - Cottonwood Hills 32 State,3,49.7,37.275,32.080361,-104.218581,
-107.682788393377,36.7358388240386,422,ConocoPhillips - San Juan Business Unit,Hilcorp - Day 2C,6,52.5,39.375,36.735833,-107.682778,
-107.682788393377,36.7358388240386,423,Hilcorp Energy Company,Hilcorp - Day 2C,6,52.5,39.375,36.735833,-107.682778,
-103.620620139311,32.2402553404334,424,Chevron Midcontinent LP,"Chevron USA, Inc - J Keats Tank Battery",6,75.6,56.7,32.24025,-103.620611,
-104.085865283908,32.8424834207084,425,Percussion Petroleum Operating LLC,Percussion - Darner 9,6,37.3,27.975,32.842478,-104.085856,
-104.085865283908,32.8424834207084,426,Cimarex Energy Co of Colorado,Percussion - Darner 9,6,37.3,27.975,32.842478,-104.085856,
-104.073898268943,32.6544493898425,427,Cimarex Energy Co of Colorado,Cimarex Energy - Magnum 16 State 3H Facility,6,20.7,15.525,32.654444,-104.073889,
-103.879731224492,32.651394398287,428,Cimarex Energy Co of Colorado,Cimarex Energy Co - Penny Pincher 21 Federal 1H,6,23.75,17.8125,32.651389,-103.879722,
-104.274315279026,32.091338286072,429,Cimarex Energy Co of Colorado,Cimarex - Hayduke 34 Federal 1 Facility,6,81.31,60.9825,32.091333,-104.274306,
-103.528267138499,32.5649633998123,430,Cimarex Energy Co of Colorado,"Cimarex-Lynch 23 Federal 1H, 4H ",6,27.4,20.55,32.564958,-103.528258,
-103.909283243327,32.8374864281299,432,Apache Corporation,Apache Corporation - Coffee Federal Battery,6,62.8,47.1,32.837481,-103.909274,
-104.089453272769,32.6588943898682,433,Cimarex Energy Co of Colorado,Cimarex - Parkway State 17 Com 2H,6,26.28,19.71,32.658889,-104.089444,
-104.335390299097,32.1927663004466,434,Cimarex Energy Co of Colorado,Cimarex  - Gates JM Federal NCT 1-4,6,25.61,19.2075,32.192761,-104.335381,
-103.853898240443,32.9855614554824,435,Cimarex Energy Co of Colorado,Cimarex - Saratoga 30 State Com 2,6,34.47,25.8525,32.985556,-103.853889,
-103.873217223066,32.6523443987468,436,Cimarex Energy Co of Colorado,Cimarex - Penny Pincher 21 Federal Com 3H,6,29.5,22.125,32.652339,-103.873208,
-103.160842081857,32.996949489988,437,Cimarex Energy Co of Colorado,Cimarex - Challenger 24 Fee 2,6,62.3,46.725,32.996944,-103.160833,
-103.745453178149,32.4051163628469,438,EOG Resources Inc - Artesia Division,EOG - Martha AIK Battery,6,37.4,28.05,32.405111,-103.745444,
-107.429890285947,36.1697357590177,439,WPX Energy Permian LLC,Enduring Resources - Chaco 2206-02H No225H,6,88.4,66.3,36.16973,-107.42988,
-107.429890285947,36.1697357590177,440,Enduring Resources LLC,Enduring Resources - Chaco 2206-02H No225H,6,88.4,66.3,36.16973,-107.42988,
-103.836676238408,33.0141724610724,441,Cimarex Energy Co of Colorado,Cimarex Energy - Midway 17 Federal 3H,6,52.84,39.63,33.014167,-103.836667,
-104.104356276405,32.6627053898174,442,Cimarex Energy Co of Colorado,Cimarex - Parkway State 17 Com 3H,6,20.99,15.7425,32.6627,-104.104347,
-103.521120141616,32.6394494127622,443,XTO Energy Inc,XTO - Perla Negra Tank Battery,2,92.8,69.6,32.639444,-103.521111,
-107.600288357434,36.5444498021168,444,ConocoPhillips - San Juan Business Unit,Hilcorp - San Juan 28-7 98N,6,59.07,44.3025,36.544444,-107.600278,
-107.600288357434,36.5444498021168,445,Hilcorp Energy Company,Hilcorp - San Juan 28-7 98N,6,59.07,44.3025,36.544444,-107.600278,
-103.741509168768,32.2692833399715,446,Devon Energy Production Company LP,Devon Energy - Aldabra 26 Fed Com No 8H,6,51.5,38.625,32.269278,-103.7415,
-103.598898169297,32.7916364348822,447,Linn Operating LLC,Linn Op - Phillips Lea North & South Tank Battery,6,18.7,14.025,32.791631,-103.598889,
-103.969709255913,32.8191524222416,448,Apache Corporation,Apache Corporation - E L Federal Battery,6,25.5,19.125,32.819147,-103.9697,
-103.997748263151,32.8320474230874,449,Apache Corporation,Apache Corporation - Birdie Federal No3 Battery,6,36.7,27.525,32.832042,-103.997739,
-107.517191312285,36.2511167654444,450,Enduring Resources LLC,Enduring Resources  - NE Chaco Com No 178/179/239,6,80.2,60.15,36.251111,-107.517181,
-107.517191312285,36.2511167654444,451,WPX Energy Permian LLC,Enduring Resources  - NE Chaco Com No 178/179/239,6,80.2,60.15,36.251111,-107.517181,
-103.977703219564,32.219477320955,452,OXY USA WTP Limited Partnership,Oxy USA Inc - Harroun 15-15 Battery,6,26.1,19.575,32.219472,-103.977694,
-104.156181298283,32.8177914133035,453,Percussion Petroleum Operating LLC,Percussion - Mayaro 22 State,6,21.55,16.1625,32.817786,-104.156172,
-104.156181298283,32.8177914133035,454,Cimarex Energy Co of Colorado,Percussion - Mayaro 22 State,6,21.55,16.1625,32.817786,-104.156172,
-103.853778241829,33.0068224590376,455,Cimarex Energy Co of Colorado,Cimarex Energy - Hancock 19 State Com 4H,6,57.1,42.825,33.006817,-103.853769,
-107.552420323123,36.2861457683282,456,Encana Oil & Gas (USA) Inc,DJR - Escrito E26-2407,6,30.16,22.62,36.28614,-107.55241,
-107.552420323123,36.2861457683282,457,DJR Operating,DJR - Escrito E26-2407,6,30.16,22.62,36.28614,-107.55241,
-103.995926223982,32.2238383208787,458,OXY USA WTP Limited Partnership,Oxy USA Inc - Cedar Canyon 16-1 Battery,6,80.3,60.225,32.223833,-103.995917,
-103.799767231594,33.0386224668996,459,Cimarex Energy Co of Colorado,"Cimarex Energy - Wasp 2 State 1H, 2, 3H",6,96.5,72.375,33.038617,-103.799758,
-107.499060303723,36.2003157592678,460,DJR Operating,DJR - Lybrook E29-2306,6,38.7,29.025,36.20031,-107.49905,
-107.499060303723,36.2003157592678,461,Encana Oil & Gas (USA) Inc,DJR - Lybrook E29-2306,6,38.7,29.025,36.20031,-107.49905,
-103.743537162039,32.1526663200356,462,Devon Energy Production Company LP,Devon Energy - Cotton Draw Unit 219H,6,70.65,52.9875,32.152661,-103.743528,
-107.466110290632,36.1347617518428,463,WPX Energy Permian LLC,Enduring Resources - Chaco 2206-161 No224H,6,92.8,69.6,36.134756,-107.4661,
-107.466110290632,36.1347617518428,464,Enduring Resources LLC,Enduring Resources - Chaco 2206-161 No224H,6,92.8,69.6,36.134756,-107.4661,
-107.625079336969,36.2656867610461,465,WPX Energy Permian LLC,"Enduring Resources -  NW Lybrook UT No143,132",6,62.8,47.1,36.265681,-107.625069,
-107.625079336969,36.2656867610461,466,Enduring Resources LLC,"Enduring Resources -  NW Lybrook UT No143,132",6,62.8,47.1,36.265681,-107.625069,
-107.431835285591,36.1611497576701,467,Enduring Resources LLC,Enduring Resource - Chaco 2206-02P No228H,6,67.5,50.625,36.161144,-107.431825,
-107.431835285591,36.1611497576701,468,WPX Energy Permian LLC,Enduring Resource - Chaco 2206-02P No228H,6,67.5,50.625,36.161144,-107.431825,
-103.738590157799,32.1018273115874,469,Devon Energy Production Company LP,Devon Energy - Big Sinks 25 Fed Com1,6,92.03,69.0225,32.101822,-103.738581,
-103.755442178104,32.3680023561046,470,OXY USA WTP Limited Partnership,Oxy USA Inc - Federal 23 No11 Battery,6,22.8,17.1,32.367997,-103.755433,
-104.42778735311,32.7141723833987,471,COG Operating LLC,COG Operating LLC - Falabella 31 Fee No1H Battery,6,16.22,12.165,32.714167,-104.427778,
-104.411842347424,32.6821993788268,472,COG Operating LLC,COG Operating - Patton 5 Fee No8H Battery,6,27.68,20.76,32.682194,-104.411833,
-107.535703322127,36.3147367734098,473,Encana Oil & Gas (USA) Inc,DJR - Escrito E13-2407,6,93.63,70.2225,36.314731,-107.535693,
-107.535703322127,36.3147367734098,474,DJR Operating,DJR - Escrito E13-2407,6,93.63,70.2225,36.314731,-107.535693,
-104.030065237245,32.3122273342912,475,OXY USA WTP Limited Partnership,"Oxy USA , Inc - Bank 18 Fed 1H Battery",6,82.8,62.1,32.312222,-104.030056,
-107.49973030431,36.2051657599215,476,WPX Energy Permian LLC,Enduring Resources - NE Chaco Com 208/900,6,60.1,45.075,36.20516,-107.49972,
-107.49973030431,36.2051657599215,477,Enduring Resources LLC,Enduring Resources - NE Chaco Com 208/900,6,60.1,45.075,36.20516,-107.49972,
-107.535871313729,36.2226167602536,478,WPX Energy Permian LLC,Enduring Resources LLC - NE Chaco Com No 174/175/238/921/922,6,78.8,59.1,36.222611,-107.535861,
-107.535871313729,36.2226167602536,479,Enduring Resources LLC,Enduring Resources LLC - NE Chaco Com No 174/175/238/921/922,6,78.8,59.1,36.222611,-107.535861,
-103.91806523358,32.6566723974067,480,Cimarex Energy Co of Colorado,Cimarex Energy - Irwin 13 Federal 1H-4H,6,30.22,22.665,32.656667,-103.918056,
-104.403178347194,32.7088443836583,481,Percussion Petroleum Operating LLC,Percussion - Oklahoma 32 Fee,6,17.68,13.26,32.708839,-104.403169,
-104.403178347194,32.7088443836583,482,Cimarex Energy Co of Colorado,Percussion - Oklahoma 32 Fee,6,17.68,13.26,32.708839,-104.403169,
-103.515981119364,32.3054773562335,483,Chevron Midcontinent LP,Chevron USA Inc - Bell Lake Battery,6,65.61,49.2075,32.305472,-103.515972,
-104.226248270958,32.1373162959723,484,Cimarex Energy Co of Colorado,Cimarex Energy - Da Vinci 7 Federal ,6,20.18,15.135,32.137311,-104.226239,
-103.983345223849,32.2678673288934,485,Nadel & Gussman Permian LLC,Marathon - Macho Grande State No1H,6,54.83,41.1225,32.267862,-103.983336,
-103.983345223849,32.2678673288934,486,Marathon Oil Permian LLC,Marathon - Macho Grande State No1H,6,54.83,41.1225,32.267862,-103.983336,
-107.836910382401,36.2626557478754,487,DJR Operating,DJR - Good Times D06-2309,6,33,24.75,36.26265,-107.8369,
-107.836910382401,36.2626557478754,488,Encana Oil & Gas (USA) Inc,DJR - Good Times D06-2309,6,33,24.75,36.26265,-107.8369,
-104.222120271055,32.1540942989886,489,Cimarex Energy Co of Colorado,"Cimarex - Scooter 6 Federal Com 2H, 3H, 4H & 5H",6,86.61,64.9575,32.154089,-104.222111,
-104.269620280687,32.1357162937707,490,Cimarex Energy Co of Colorado,Cimarex Energy - White City 14 Federal 10H & 13H,6,41.3,30.975,32.135711,-104.269611,
-104.093744242766,32.1678173070306,491,COG Operating LLC,COG Operating - Really Scary Federal No3H Battery,6,95,71.25,32.167812,-104.093735,
-103.716120162681,32.2647273403331,492,XTO Energy Inc,XTO Energy - Sand Dunes East Section 31 CTB,6,24.7,18.525,32.264722,-103.716111,
-107.822220380372,36.2750157505116,493,Encana Oil & Gas (USA) Inc,DJR - Escrito A31-2409,6,36,27,36.27501,-107.82221,
-107.822220380372,36.2750157505116,494,DJR Operating,DJR - Escrito A31-2409,6,36,27,36.27501,-107.82221,
-103.758184172606,32.269719339299,495,Devon Energy Production Company LP,Devon Energy - Aldabra 26 & 27 Central Battery,6,94.4,70.8,32.269714,-103.758175,
-103.705890164133,32.3257443511632,496,Devon Energy Production Company LP,Devon Energy - Boundary Raider 6 Fed 2H,6,66.9,50.175,32.325739,-103.705881,
-103.770067185946,32.4396083675739,497,Devon Energy Production Company LP,Devon Energy - Merlyn 27-22 Fed 1H,6,84,63,32.439603,-103.770058,
-107.463840295311,36.1917657601486,498,DJR Operating,DJR - Lybrook M27-2306,6,52.5,39.375,36.19176,-107.46383,
-107.463840295311,36.1917657601486,499,Encana Oil & Gas (USA) Inc,DJR - Lybrook M27-2306,6,52.5,39.375,36.19176,-107.46383,
-107.463830295973,36.1990657611947,500,DJR Operating,DJR - Lybrook E27-2306,6,35.7,26.775,36.19906,-107.46382,
-107.463830295973,36.1990657611947,501,Encana Oil & Gas (USA) Inc,DJR - Lybrook E27-2306,6,35.7,26.775,36.19906,-107.46382,
-103.552509109947,32.0150053049303,502,EOG Resources Inc - Midland Division,EOG - Ophelia 27 No1H,6,33.1,24.825,32.015,-103.5525,
-103.534731108007,32.0502833117603,503,EOG Resources Inc - Midland Division,EOG - Whirling Wind 14 Fed Com No1H,6,33.1,24.825,32.050278,-103.534722,
-103.630220138721,32.1950243322921,504,Cimarex Energy Co of Colorado,Cimarex Energy - Double X 25 Federal 4H,6,13.41,10.0575,32.195019,-103.630211,
-107.412930282079,36.1676557597307,505,DJR Operating,DJR - Lybrook H01-2206,6,33.47,25.1025,36.16765,-107.41292,
-107.412930282079,36.1676557597307,506,Encana Oil & Gas (USA) Inc,DJR - Lybrook H01-2206,6,33.47,25.1025,36.16765,-107.41292,
-103.684095165996,32.4350723707013,507,Devon Energy Production Company LP,Devon Energy - Bilbrey 33 Fed Com 1H,6,97.2,72.9,32.435067,-103.684086,
-107.875890390993,36.2648457458384,508,DJR Operating,DJR - Good Times P34-2410,6,28.465,21.34875,36.26484,-107.87588,
-107.875890390993,36.2648457458384,509,Encana Oil & Gas (USA) Inc,DJR - Good Times P34-2410,6,28.465,21.34875,36.26484,-107.87588,
-103.803620218858,32.8325054322273,510,ConocoPhillips - Midland Office,ConocoPhillilps - Ruby Central Tank Battery,6,93.52,70.14,32.8325,-103.803611,
-103.667231187323,32.8277834377907,511,ConocoPhillips - Midland Office,ConocoPhillips - Leamex 5-6 Production Facility,6,21,15.75,32.827778,-103.667222,
-104.181359302273,32.7913364077196,512,Apache Corporation,Apache Corporation - Washington State 33 Battery,6,28.69,21.5175,32.791331,-104.18135,
-103.851549242331,33.0220164616786,513,Cimarex Energy Co of Colorado,Cimarex Energy - Midway 17 Federal 1H 4H,6,86.31,64.7325,33.022011,-103.85154,
-103.799731231159,33.0322274658335,514,Cimarex Energy Co of Colorado,Cimarex - Enterprise 11 Federal Com 3,6,65.11,48.8325,33.032222,-103.799722,
-104.099140272706,32.623736383534,515,Cimarex Energy Co of Colorado,Cimarex Energy - Chaparral 32 State 20H & 21H,6,26.76,20.07,32.623731,-104.099131,
-104.221953271826,32.1672273012125,516,Cimarex Energy Co of Colorado,Cimarex -Taos Federal 3H and 4H,6,21.62,16.215,32.167222,-104.221944,
-103.337926169438,33.6812555962021,517,Cimarex Energy Co of Colorado,Cimarex Energy - Cunningham MA Federal 1-26,6,37.33,27.9975,33.68125,-103.337917,
-104.274453280304,32.1116722894985,518,Cimarex Energy Co of Colorado,Cimarex Energy - Cottonwood Draw 22 Federal Com 1H,6,74.92,56.19,32.111667,-104.274444,
-103.699128159881,32.2822443440729,519,Cimarex Energy Co of Colorado,Cimarex Energy - James Federal 20H & James 29 Fed 35H&36H,6,31.6,23.7,32.282239,-103.699119,
-103.776829212945,32.8357954340288,520,Percussion Petroleum Operating LLC,"Persussion - JG 16 State 6.7,13 and 24",6,15.4,11.55,32.83579,-103.77682,
-103.776829212945,32.8357954340288,521,Cimarex Energy Co of Colorado,"Persussion - JG 16 State 6.7,13 and 24",6,15.4,11.55,32.83579,-103.77682,
-103.526120109866,32.1133383229439,522,EOG Resources Inc - Midland Division,EOG - Dillon 31 No1-3H,6,64.6,48.45,32.113333,-103.526111,
-103.60074013555,32.2530743435062,523,Cimarex Energy Co of Colorado,"Cimarex Energy-Tres Equis 5 State 1H, 2Y Facility",6,95.2,71.4,32.253069,-103.600731,
-104.409769348805,32.710675383656,524,Percussion Petroleum Operating LLC,"Percussion - Texas 32 Fee 1,2,3,4,5,6,7 and 8",6,40.07,30.0525,32.71067,-104.40976,
-104.409769348805,32.710675383656,525,Cimarex Energy Co of Colorado,"Percussion - Texas 32 Fee 1,2,3,4,5,6,7 and 8",6,40.07,30.0525,32.71067,-104.40976,
-103.52769810653,32.0525113124515,526,Cimarex Energy Co of Colorado,Cimarex Energy - Lynch 35 Fee 1H and 2H,6,28.88,21.66,32.052506,-103.527689,
-103.932989239508,32.6957554032787,527,Cimarex Energy Co of Colorado,Cimarex Energy - Crescent Hale 1 Federal 1H & 2H,6,28.4,21.3,32.69575,-103.93298,
-104.45670935522,32.6459053707129,528,Cimarex Energy Co of Colorado,Percussion - Arkansas 23 Fee 3,6,80.5,60.375,32.6459,-104.4567,
-104.45670935522,32.6459053707129,529,Percussion Petroleum Operating LLC,Percussion - Arkansas 23 Fee 3,6,80.5,60.375,32.6459,-104.4567,
-107.413030282398,36.1709357601954,530,DJR Operating,DJR - Lybrook A01-2206,6,32.36,24.27,36.17093,-107.41302,
-107.413030282398,36.1709357601954,531,Encana Oil & Gas (USA) Inc,DJR - Lybrook A01-2206,6,32.36,24.27,36.17093,-107.41302,
-104.070259265583,32.6151443834247,532,St Mary Land and Exploration Company,Colgate Energy  - Osage 34 Federal Com Tank Battery,3,95,71.25,32.615139,-104.07025,
-104.070259265583,32.6151443834247,533,Colgate Energy,Colgate Energy  - Osage 34 Federal Com Tank Battery,3,95,71.25,32.615139,-104.07025,
-104.070259265583,32.6151443834247,534,SM Energy,Colgate Energy  - Osage 34 Federal Com Tank Battery,3,95,71.25,32.615139,-104.07025,
-104.053092261709,32.615644384299,535,Colgate Energy,Colgate Energy - Parkway 35 Federal Com Tank Battery,3,94.2,70.65,32.615639,-104.053083,
-104.053092261709,32.615644384299,536,St Mary Land and Exploration Company,Colgate Energy - Parkway 35 Federal Com Tank Battery,3,94.2,70.65,32.615639,-104.053083,
-107.68379934784,36.2458367546932,537,WPX Energy Permian LLC,Enduring Resources - Chaco Trunk 2-1 CDP,6,93.7,70.275,36.245831,-107.683789,
-107.68379934784,36.2458367546932,538,Enduring Resources LLC,Enduring Resources - Chaco Trunk 2-1 CDP,6,93.7,70.275,36.245831,-107.683789,
-103.622389139613,32.2385853400698,539,Cimarex Energy Co of Colorado,Cimarex Energy - Dos Equis 12 Federal Com 1-4H,6,98.5,73.875,32.23858,-103.62238,
-104.273707282697,32.1533342965601,540,Cimarex Energy Co of Colorado,Cimarex Energy - Ringer Federal Com 12H,6,45.6,34.2,32.153329,-104.273698,
-103.631770165429,32.6149054035336,541,Cimarex Energy Co of Colorado,Cimarex Energy - Laguna Deep Unit 9,6,23.9,17.925,32.6149,-103.631761,
-104.121953297802,32.9286164333576,542,Cimarex Energy Co of Colorado,Cimarex Energy - Cave Lake 13 Federal Com 4,6,48.3,36.225,32.928611,-104.121944,
-103.795870203652,32.6252243977418,543,Cimarex Energy Co of Colorado,Cimarex Energy - Southern California 29 Federal 15&17H,6,60.2,45.15,32.625219,-103.795861,
-103.770667197811,32.6239943986927,544,Cimarex Energy Co of Colorado,Cimarex Energy - Lusk South East Federal 33,6,23.81,17.8575,32.623989,-103.770658,
-103.681209146919,32.1384453203748,545,Cimarex Energy Co of Colorado,"Cimarex Energy - Cotton Draw 9L Federal 2H, 3H, 4H and 5H",3,73.6,55.2,32.13844,-103.6812,
-104.314176288973,32.1063942868418,546,Cimarex Energy Co of Colorado,Cimarex Energy - Tank 29 Federal 2H,6,18.3,13.725,32.106389,-104.314167,
-103.550009124925,32.2692853485371,547,Cimarex Energy Co of Colorado,"Cimarex Energy - West Bell Lake 26 Federal 1H,2H Facility",6,41.6,31.2,32.26928,-103.55,
-103.506370104523,32.0999913215293,548,EOG Resources Inc - Midland Division,EOG - Peccary 30 State Com 1H & 2H,6,57.1,42.825,32.099986,-103.506361,
-103.502231103573,32.0999773217095,549,EOG Resources Inc - Midland Division,EOG - Peccary 30 State Com No4H & 5H,6,66.7,50.025,32.099972,-103.502222,
-103.860009244279,33.0222274613137,550,Cimarex Energy Co of Colorado,Cimarex Franklin 18 Federal 3H,6,64.85,48.6375,33.022222,-103.86,
-104.304176287614,32.1211162897695,551,Cimarex Energy Co of Colorado,"Cimarex Energy -  Oracle 21 Federal 1, 3H",6,49.7,37.275,32.121111,-104.304167,
-103.163759083005,33.0041164910637,552,Cimarex Energy Co of Colorado,Cimarex Energy - Blanca 23 Fee 1,6,24.9,18.675,33.004111,-103.16375,
-103.524426144217,32.6681444174679,553,Cimarex Energy Co of Colorado,"Cimarex Energy - Quail 11 State Com 1H, 2H, 3H and 4H",6,62.6,46.95,32.668139,-103.524417,
-103.939470237851,32.6471863948265,554,Cimarex Energy Co of Colorado,Cimarex Energy - Irwin 23-14 Federal 1H-4H,6,86.3,64.725,32.647181,-103.939461,
-103.84453719369,32.2916723391539,555,Cimarex Energy Co of Colorado,Cimarex Energy - Forty Niner Ridge Federal and Sandy Federal Facility,3,35.7,26.775,32.291667,-103.844528,
-104.044065236729,32.2527833236194,556,Kaiser-Francis Oil Company,Kaiser-Francis Oil Company - Malaga 1 Com 1,6,27.3,20.475,32.252778,-104.044056,
-104.21581530913,32.7765054036412,557,Apache Corporation,Apache Corporation - Arco J22- A Battery,6,39.5,29.625,32.7765,-104.215806,
-104.008129266216,32.8427054243824,558,Percussion Petroleum Operating LLC,"Percussion - Merak 7 Federal 3,4,5,6,7,8",6,37.7,28.275,32.8427,-104.00812,
-104.008129266216,32.8427054243824,559,Cimarex Energy Co of Colorado,"Percussion - Merak 7 Federal 3,4,5,6,7,8",6,37.7,28.275,32.8427,-104.00812,
-107.838400389043,36.3313257575082,560,Encana Oil & Gas (USA) Inc,DJR - Escrito E07-2409,6,30.2,22.65,36.33132,-107.83839,
-107.838400389043,36.3313257575082,561,DJR Operating,DJR - Escrito E07-2409,6,30.2,22.65,36.33132,-107.83839,
-103.159831060875,32.6780304358873,562,Occidental Permian Limited,Occidental - South Hobbs Unit Reinjection Compression Facility,1,65.2,48.9,32.678025,-103.159822,
